id,name
694,alpha
695,beta
696,endothelial
697,acinar
698,alpha
699,quiescent_stellate
700,alpha
701,ductal
702,alpha
703,quiescent_stellate
704,alpha
705,ductal
706,beta
707,alpha
708,ductal
709,activated_stellate
710,ductal
711,alpha
712,beta
713,beta
714,alpha
715,alpha
716,alpha
717,delta
718,ductal
719,endothelial
720,beta
721,alpha
722,alpha
723,ductal
724,endothelial
725,alpha
726,alpha
727,beta
728,alpha
729,ductal
730,alpha
731,acinar
732,gamma
733,endothelial
734,alpha
735,ductal
736,alpha
737,beta
738,endothelial
739,endothelial
740,beta
741,alpha
742,ductal
743,alpha
744,alpha
745,alpha
746,activated_stellate
747,alpha
748,quiescent_stellate
749,beta
750,delta
751,beta
752,activated_stellate
753,endothelial
754,delta
755,ductal
756,beta
757,beta
758,alpha
759,endothelial
760,activated_stellate
761,alpha
762,alpha
763,beta
764,ductal
765,beta
766,quiescent_stellate
767,gamma
768,alpha
769,beta
770,acinar
771,ductal
772,alpha
773,endothelial
774,beta
775,alpha
776,acinar
777,acinar
778,alpha
779,alpha
780,beta
781,beta
782,alpha
783,quiescent_stellate
784,alpha
785,endothelial
786,quiescent_stellate
787,beta
788,beta
789,acinar
790,beta
791,alpha
792,ductal
793,acinar
794,beta
795,alpha
796,alpha
797,endothelial
798,alpha
799,alpha
800,beta
801,quiescent_stellate
802,beta
803,beta
804,beta
805,alpha
806,alpha
807,alpha
808,alpha
809,acinar
810,beta
811,acinar
812,alpha
813,ductal
814,delta
815,delta
816,beta
817,alpha
818,alpha
819,activated_stellate
820,beta
821,beta
822,endothelial
823,endothelial
824,beta
825,alpha
826,ductal
827,alpha
828,alpha
829,alpha
830,endothelial
831,alpha
832,alpha
833,beta
834,ductal
835,beta
836,beta
837,alpha
838,alpha
839,beta
840,ductal
841,quiescent_stellate
842,alpha
843,ductal
844,beta
845,beta
846,delta
847,quiescent_stellate
848,delta
849,beta
850,ductal
851,beta
852,endothelial
853,beta
854,endothelial
855,beta
856,ductal
857,ductal
858,alpha
859,alpha
860,gamma
861,beta
862,endothelial
863,endothelial
864,beta
865,alpha
866,beta
867,beta
868,beta
869,beta
870,ductal
871,quiescent_stellate
872,beta
873,alpha
874,beta
875,alpha
876,beta
877,beta
878,beta
879,beta
880,beta
881,alpha
882,beta
883,endothelial
884,quiescent_stellate
885,beta
886,beta
887,beta
888,beta
889,quiescent_stellate
890,endothelial
891,alpha
892,alpha
893,beta
894,ductal
895,endothelial
896,endothelial
897,acinar
898,acinar
899,acinar
900,acinar
901,acinar
902,acinar
903,acinar
904,acinar
905,acinar
906,acinar
907,acinar
908,acinar
909,acinar
910,acinar
911,acinar
912,delta
913,acinar
914,acinar
915,acinar
916,acinar
917,acinar
918,acinar
919,acinar
920,acinar
921,acinar
922,acinar
923,acinar
924,acinar
925,acinar
926,beta
927,acinar
928,acinar
929,acinar
930,acinar
931,acinar
932,acinar
933,acinar
934,acinar
935,acinar
936,beta
937,acinar
938,acinar
939,acinar
940,acinar
941,acinar
942,acinar
943,acinar
944,acinar
945,acinar
946,beta
947,acinar
948,acinar
949,acinar
950,acinar
951,acinar
952,acinar
953,acinar
954,acinar
955,acinar
956,acinar
957,acinar
958,acinar
959,acinar
960,acinar
961,beta
962,delta
963,acinar
964,ductal
965,acinar
966,delta
967,acinar
968,acinar
969,acinar
970,acinar
971,acinar
972,acinar
973,beta
974,acinar
975,acinar
976,acinar
977,acinar
978,acinar
979,acinar
980,acinar
981,beta
982,acinar
983,delta
984,acinar
985,beta
986,acinar
987,acinar
988,delta
989,acinar
990,acinar
991,delta
992,acinar
993,acinar
994,acinar
995,acinar
996,acinar
997,acinar
998,acinar
999,delta
1000,acinar
1001,acinar
1002,beta
1003,acinar
1004,acinar
1005,acinar
1006,acinar
1007,alpha
1008,acinar
1009,beta
1010,alpha
1011,acinar
1012,acinar
1013,acinar
1014,acinar
1015,acinar
1016,acinar
1017,gamma
1018,ductal
1019,acinar
1020,acinar
1021,acinar
1022,acinar
1023,acinar
1024,ductal
1025,acinar
1026,acinar
1027,delta
1028,beta
1029,alpha
1030,acinar
1031,acinar
1032,delta
1033,beta
1034,acinar
1035,beta
1036,acinar
1037,ductal
1038,alpha
1039,ductal
1040,beta
1041,alpha
1042,beta
1043,alpha
1044,acinar
1045,delta
1046,beta
1047,beta
1048,alpha
1049,beta
1050,alpha
1051,delta
1052,alpha
1053,beta
1054,acinar
1055,acinar
1056,acinar
1057,ductal
1058,ductal
1059,beta
1060,acinar
1061,delta
1062,beta
1063,gamma
1064,acinar
1065,beta
1066,beta
1067,acinar
1068,acinar
1069,alpha
1070,acinar
1071,beta
1072,alpha
1073,beta
1074,alpha
1075,gamma
1076,acinar
1077,alpha
1078,beta
1079,acinar
1080,acinar
1081,delta
1082,alpha
1083,ductal
1084,delta
1085,delta
1086,alpha
1087,ductal
1088,beta
1089,beta
1090,delta
1091,alpha
1092,beta
1093,alpha
1094,beta
1095,acinar
1096,beta
1097,acinar
1098,alpha
1099,beta
1100,beta
1101,alpha
1102,beta
1103,acinar
1104,ductal
1105,ductal
1106,beta
1107,alpha
1108,alpha
1109,acinar
1110,acinar
1111,gamma
1112,alpha
1113,alpha
1114,acinar
1115,beta
1116,delta
1117,alpha
1118,ductal
1119,delta
1120,ductal
1121,delta
1122,acinar
1123,ductal
1124,acinar
1125,acinar
1126,beta
1127,alpha
1128,ductal
1129,beta
1130,beta
1131,acinar
1132,alpha
1133,acinar
1134,alpha
1135,activated_stellate
1136,alpha
1137,ductal
1138,beta
1139,alpha
1140,beta
1141,delta
1142,alpha
1143,acinar
1144,alpha
1145,beta
1146,alpha
1147,alpha
1148,activated_stellate
1149,ductal
1150,acinar
1151,alpha
1152,alpha
1153,acinar
1154,alpha
1155,beta
1156,acinar
1157,beta
1158,ductal
1159,beta
1160,delta
1161,beta
1162,acinar
1163,acinar
1164,acinar
1165,acinar
1166,acinar
1167,activated_stellate
1168,acinar
1169,beta
1170,ductal
1171,alpha
1172,beta
1173,acinar
1174,beta
1175,beta
1176,acinar
1177,ductal
1178,beta
1179,acinar
1180,beta
1181,beta
1182,alpha
1183,beta
1184,alpha
1185,ductal
1186,alpha
1187,acinar
1188,alpha
1189,ductal
1190,activated_stellate
1191,alpha
1192,alpha
1193,ductal
1194,acinar
1195,acinar
1196,acinar
1197,alpha
1198,alpha
1199,alpha
1200,beta
1201,alpha
1202,beta
1203,alpha
1204,beta
1205,beta
1206,alpha
1207,delta
1208,alpha
1209,alpha
1210,alpha
1211,ductal
1212,ductal
1213,delta
1214,alpha
1215,ductal
1216,ductal
1217,alpha
1218,alpha
1219,ductal
1220,acinar
1221,beta
1222,beta
1223,alpha
1224,alpha
1225,alpha
1226,alpha
1227,beta
1228,beta
1229,ductal
1230,acinar
1231,beta
1232,beta
1233,alpha
1234,alpha
1235,beta
1236,ductal
1237,ductal
1238,beta
1239,ductal
1240,activated_stellate
1241,ductal
1242,beta
1243,beta
1244,alpha
1245,alpha
1246,alpha
1247,beta
1248,beta
1249,alpha
1250,beta
1251,beta
1252,alpha
1253,alpha
1254,beta
1255,acinar
1256,alpha
1257,beta
1258,alpha
1259,alpha
1260,alpha
1261,alpha
1262,beta
1263,beta
1264,activated_stellate
1265,beta
1266,activated_stellate
1267,beta
1268,alpha
1269,endothelial
1270,acinar
1271,ductal
1272,alpha
1273,alpha
1274,alpha
1275,ductal
1276,gamma
1277,beta
1278,beta
1279,ductal
1280,acinar
1281,alpha
1282,delta
1283,delta
1284,beta
1285,alpha
1286,beta
1287,ductal
1288,alpha
1289,alpha
1290,ductal
1291,alpha
1292,acinar
1293,alpha
1294,ductal
1295,ductal
1296,alpha
1297,alpha
1298,ductal
1299,acinar
1300,alpha
1301,alpha
1302,ductal
1303,alpha
1304,alpha
1305,ductal
1306,alpha
1307,acinar
1308,beta
1309,beta
1310,ductal
1311,alpha
1312,activated_stellate
1313,ductal
1314,beta
1315,beta
1316,alpha
1317,acinar
1318,beta
1319,alpha
1320,alpha
1321,alpha
1322,acinar
1323,alpha
1324,beta
1325,endothelial
1326,alpha
1327,alpha
1328,gamma
1329,alpha
1330,beta
1331,beta
1332,ductal
1333,delta
1334,beta
1335,beta
1336,alpha
1337,activated_stellate
1338,alpha
1339,beta
1340,alpha
1341,acinar
1342,alpha
1343,alpha
1344,alpha
1345,alpha
1346,beta
1347,alpha
1348,alpha
1349,acinar
1350,beta
1351,alpha
1352,alpha
1353,alpha
1354,ductal
1355,ductal
1356,ductal
1357,activated_stellate
1358,acinar
1359,alpha
1360,beta
1361,beta
1362,acinar
1363,alpha
1364,alpha
1365,acinar
1366,alpha
1367,alpha
1368,acinar
1369,acinar
1370,acinar
1371,delta
1372,ductal
1373,acinar
1374,alpha
1375,alpha
1376,alpha
1377,acinar
1378,alpha
1379,alpha
1380,alpha
1381,alpha
1382,acinar
1383,alpha
1384,alpha
1385,alpha
1386,beta
1387,acinar
1388,activated_stellate
1389,alpha
1390,quiescent_stellate
1391,alpha
1392,alpha
1393,acinar
1394,alpha
1395,beta
1396,alpha
1397,alpha
1398,ductal
1399,alpha
1400,ductal
1401,alpha
1402,acinar
1403,alpha
1404,beta
1405,alpha
1406,alpha
1407,beta
1408,beta
1409,alpha
1410,alpha
1411,alpha
1412,ductal
1413,alpha
1414,alpha
1415,alpha
1416,alpha
1417,alpha
1418,alpha
1419,beta
1420,beta
1421,alpha
1422,ductal
1423,ductal
1424,ductal
1425,beta
1426,endothelial
1427,alpha
1428,beta
1429,alpha
1430,beta
1431,alpha
1432,alpha
1433,alpha
1434,ductal
1435,beta
1436,activated_stellate
1437,alpha
1438,alpha
1439,alpha
1440,endothelial
1441,alpha
1442,beta
1443,acinar
1444,alpha
1445,ductal
1446,alpha
1447,alpha
1448,alpha
1449,beta
1450,alpha
1451,alpha
1452,alpha
1453,alpha
1454,quiescent_stellate
1455,alpha
1456,alpha
1457,alpha
1458,beta
1459,beta
1460,alpha
1461,alpha
1462,beta
1463,alpha
1464,alpha
1465,acinar
1466,ductal
1467,alpha
1468,alpha
1469,beta
1470,beta
1471,alpha
1472,acinar
1473,alpha
1474,alpha
1475,alpha
1476,macrophage
1477,beta
1478,beta
1479,alpha
1480,alpha
1481,ductal
1482,acinar
1483,alpha
1484,alpha
1485,alpha
1486,alpha
1487,alpha
1488,alpha
1489,activated_stellate
1490,beta
1491,alpha
1492,gamma
1493,alpha
1494,alpha
1495,ductal
1496,alpha
1497,alpha
1498,alpha
1499,alpha
1500,alpha
1501,quiescent_stellate
1502,ductal
1503,ductal
1504,acinar
1505,delta
1506,alpha
1507,ductal
1508,alpha
1509,alpha
1510,acinar
1511,delta
1512,acinar
1513,alpha
1514,alpha
1515,alpha
1516,acinar
1517,activated_stellate
1518,beta
1519,acinar
1520,beta
1521,alpha
1522,acinar
1523,beta
1524,alpha
1525,alpha
1526,ductal
1527,alpha
1528,ductal
1529,alpha
1530,alpha
1531,alpha
1532,acinar
1533,ductal
1534,acinar
1535,alpha
1536,delta
1537,alpha
1538,alpha
1539,acinar
1540,beta
1541,alpha
1542,acinar
1543,endothelial
1544,beta
1545,alpha
1546,activated_stellate
1547,activated_stellate
1548,acinar
1549,alpha
1550,alpha
1551,alpha
1552,alpha
1553,ductal
1554,alpha
1555,endothelial
1556,activated_stellate
1557,alpha
1558,alpha
1559,beta
1560,alpha
1561,beta
1562,alpha
1563,beta
1564,quiescent_stellate
1565,alpha
1566,ductal
1567,acinar
1568,beta
1569,mast
1570,acinar
1571,acinar
1572,beta
1573,beta
1574,beta
1575,alpha
1576,alpha
1577,activated_stellate
1578,alpha
1579,alpha
1580,acinar
1581,acinar
1582,ductal
1583,beta
1584,alpha
1585,acinar
1586,ductal
1587,beta
1588,alpha
1589,ductal
1590,alpha
1591,ductal
1592,alpha
1593,activated_stellate
1594,ductal
1595,beta
1596,alpha
1597,quiescent_stellate
1598,delta
1599,beta
1600,alpha
1601,ductal
1602,alpha
1603,alpha
1604,beta
1605,alpha
1606,acinar
1607,alpha
1608,quiescent_stellate
1609,ductal
1610,alpha
1611,ductal
1612,activated_stellate
1613,alpha
1614,beta
1615,alpha
1616,acinar
1617,acinar
1618,alpha
1619,alpha
1620,alpha
1621,ductal
1622,beta
1623,alpha
1624,acinar
1625,activated_stellate
1626,alpha
1627,beta
1628,alpha
1629,beta
1630,beta
1631,beta
1632,alpha
1633,macrophage
1634,ductal
1635,alpha
1636,beta
1637,alpha
1638,beta
1639,ductal
1640,alpha
1641,alpha
1642,alpha
1643,alpha
1644,alpha
1645,beta
1646,alpha
1647,beta
1648,ductal
1649,ductal
1650,ductal
1651,alpha
1652,ductal
1653,activated_stellate
1654,alpha
1655,beta
1656,activated_stellate
1657,alpha
1658,acinar
1659,acinar
1660,alpha
1661,delta
1662,endothelial
1663,quiescent_stellate
1664,beta
1665,beta
1666,alpha
1667,activated_stellate
1668,alpha
1669,beta
1670,acinar
1671,alpha
1672,delta
1673,acinar
1674,quiescent_stellate
1675,beta
1676,alpha
1677,alpha
1678,ductal
1679,alpha
1680,alpha
1681,alpha
1682,alpha
1683,alpha
1684,gamma
1685,alpha
1686,beta
1687,beta
1688,delta
1689,alpha
1690,activated_stellate
1691,alpha
1692,quiescent_stellate
1693,beta
1694,mast
1695,alpha
1696,acinar
1697,alpha
1698,alpha
1699,endothelial
1700,beta
1701,macrophage
1702,ductal
1703,beta
1704,beta
1705,beta
1706,alpha
1707,beta
1708,alpha
1709,mast
1710,alpha
1711,alpha
1712,beta
1713,endothelial
1714,acinar
1715,endothelial
1716,beta
1717,beta
1718,alpha
1719,quiescent_stellate
1720,ductal
1721,ductal
1722,beta
1723,beta
1724,alpha
1725,beta
1726,beta
1727,beta
1728,quiescent_stellate
1729,quiescent_stellate
1730,beta
1731,alpha
1732,delta
1733,alpha
1734,ductal
1735,acinar
1736,alpha
1737,alpha
1738,alpha
1739,quiescent_stellate
1740,alpha
1741,beta
1742,endothelial
1743,activated_stellate
1744,alpha
1745,alpha
1746,beta
1747,alpha
1748,beta
1749,beta
1750,alpha
1751,ductal
1752,endothelial
1753,endothelial
1754,endothelial
1755,beta
1756,beta
1757,quiescent_stellate
1758,beta
1759,beta
1760,beta
1761,beta
1762,ductal
1763,beta
1764,ductal
1765,endothelial
1766,endothelial
1767,alpha
1768,beta
1769,activated_stellate
1770,beta
1771,alpha
1772,acinar
1773,acinar
1774,acinar
1775,acinar
1776,acinar
1777,acinar
1778,acinar
1779,acinar
1780,acinar
1781,acinar
1782,acinar
1783,acinar
1784,acinar
1785,acinar
1786,acinar
1787,acinar
1788,acinar
1789,acinar
1790,acinar
1791,acinar
1792,acinar
1793,acinar
1794,acinar
1795,acinar
1796,acinar
1797,acinar
1798,acinar
1799,acinar
1800,acinar
1801,acinar
1802,acinar
1803,alpha
1804,acinar
1805,delta
1806,acinar
1807,acinar
1808,acinar
1809,acinar
1810,acinar
1811,acinar
1812,acinar
1813,acinar
1814,acinar
1815,acinar
1816,acinar
1817,acinar
1818,acinar
1819,acinar
1820,acinar
1821,acinar
1822,acinar
1823,beta
1824,acinar
1825,beta
1826,acinar
1827,acinar
1828,acinar
1829,acinar
1830,acinar
1831,acinar
1832,acinar
1833,acinar
1834,acinar
1835,acinar
1836,acinar
1837,acinar
1838,acinar
1839,acinar
1840,acinar
1841,acinar
1842,acinar
1843,acinar
1844,acinar
1845,acinar
1846,acinar
1847,acinar
1848,acinar
1849,acinar
1850,acinar
1851,acinar
1852,acinar
1853,acinar
1854,ductal
1855,acinar
1856,acinar
1857,beta
1858,beta
1859,acinar
1860,acinar
1861,acinar
1862,delta
1863,acinar
1864,beta
1865,acinar
1866,acinar
1867,acinar
1868,alpha
1869,acinar
1870,acinar
1871,acinar
1872,acinar
1873,delta
1874,acinar
1875,alpha
1876,beta
1877,acinar
1878,beta
1879,beta
1880,acinar
1881,ductal
1882,acinar
1883,beta
1884,acinar
1885,alpha
1886,alpha
1887,alpha
1888,activated_stellate
1889,acinar
1890,acinar
1891,acinar
1892,beta
1893,acinar
1894,acinar
1895,beta
1896,alpha
1897,acinar
1898,alpha
1899,acinar
1900,acinar
1901,alpha
1902,beta
1903,acinar
1904,alpha
1905,activated_stellate
1906,acinar
1907,beta
1908,beta
1909,beta
1910,acinar
1911,beta
1912,beta
1913,beta
1914,acinar
1915,acinar
1916,acinar
1917,endothelial
1918,alpha
1919,beta
1920,delta
1921,beta
1922,beta
1923,acinar
1924,beta
1925,activated_stellate
1926,acinar
1927,acinar
1928,acinar
1929,alpha
1930,delta
1931,acinar
1932,beta
1933,acinar
1934,acinar
1935,acinar
1936,beta
1937,acinar
1938,beta
1939,acinar
1940,beta
1941,acinar
1942,alpha
1943,ductal
1944,acinar
1945,acinar
1946,activated_stellate
1947,acinar
1948,acinar
1949,beta
1950,acinar
1951,acinar
1952,beta
1953,activated_stellate
1954,alpha
1955,beta
1956,beta
1957,acinar
1958,beta
1959,acinar
1960,alpha
1961,beta
1962,acinar
1963,acinar
1964,beta
1965,acinar
1966,acinar
1967,alpha
1968,beta
1969,acinar
1970,beta
1971,beta
1972,acinar
1973,beta
1974,acinar
1975,acinar
1976,acinar
1977,beta
1978,acinar
1979,acinar
1980,beta
1981,beta
1982,delta
1983,alpha
1984,endothelial
1985,acinar
1986,beta
1987,alpha
1988,alpha
1989,beta
1990,alpha
1991,acinar
1992,acinar
1993,alpha
1994,acinar
1995,ductal
1996,beta
1997,acinar
1998,acinar
1999,acinar
2000,acinar
2001,ductal
2002,acinar
2003,beta
2004,acinar
2005,alpha
2006,acinar
2007,beta
2008,gamma
2009,beta
2010,beta
2011,alpha
2012,acinar
2013,alpha
2014,acinar
2015,ductal
2016,alpha
2017,beta
2018,beta
2019,beta
2020,beta
2021,ductal
2022,beta
2023,ductal
2024,beta
2025,beta
2026,ductal
2027,beta
2028,beta
2029,acinar
2030,beta
2031,beta
2032,alpha
2033,acinar
2034,beta
2035,delta
2036,activated_stellate
2037,acinar
2038,ductal
2039,acinar
2040,beta
2041,beta
2042,ductal
2043,acinar
2044,alpha
2045,delta
2046,beta
2047,acinar
2048,alpha
2049,ductal
2050,beta
2051,alpha
2052,alpha
2053,beta
2054,activated_stellate
2055,acinar
2056,delta
2057,beta
2058,alpha
2059,ductal
2060,acinar
2061,ductal
2062,alpha
2063,endothelial
2064,acinar
2065,alpha
2066,alpha
2067,acinar
2068,beta
2069,beta
2070,ductal
2071,ductal
2072,acinar
2073,ductal
2074,delta
2075,beta
2076,delta
2077,acinar
2078,delta
2079,alpha
2080,alpha
2081,beta
2082,endothelial
2083,ductal
2084,beta
2085,beta
2086,alpha
2087,acinar
2088,alpha
2089,delta
2090,alpha
2091,alpha
2092,beta
2093,ductal
2094,beta
2095,macrophage
2096,alpha
2097,delta
2098,ductal
2099,beta
2100,ductal
2101,alpha
2102,delta
2103,beta
2104,acinar
2105,ductal
2106,ductal
2107,beta
2108,alpha
2109,alpha
2110,acinar
2111,beta
2112,ductal
2113,ductal
2114,beta
2115,alpha
2116,delta
2117,alpha
2118,alpha
2119,alpha
2120,beta
2121,beta
2122,beta
2123,alpha
2124,alpha
2125,acinar
2126,acinar
2127,beta
2128,alpha
2129,alpha
2130,beta
2131,alpha
2132,acinar
2133,delta
2134,acinar
2135,beta
2136,alpha
2137,ductal
2138,beta
2139,alpha
2140,alpha
2141,alpha
2142,beta
2143,alpha
2144,gamma
2145,delta
2146,endothelial
2147,alpha
2148,beta
2149,alpha
2150,delta
2151,beta
2152,delta
2153,ductal
2154,beta
2155,alpha
2156,acinar
2157,alpha
2158,beta
2159,ductal
2160,beta
2161,alpha
2162,beta
2163,ductal
2164,acinar
2165,alpha
